0.000000000000000000e+00,0.000000000000000000e+00,3.151254726710209786e-01,7.662793613642063795e-01,9.449999999999999289e+00,4.779737524032433016e-01,4.205796364560823730e-01,2.893599999999999994e+01,1.564000000000000057e+01,8.964026948010677120e-01,2.780000000000000249e-01,1.659644808451334796e+01,6.653472222222222854e+01,6.895138888888889994e+01,1.157811102586194529e+01,1.537372882904544902e+01,1.327431098470551074e+00,6.903448951160067182e+00,0.000000000000000000e+00
1.323478858714334863e-02,9.288017411983107759e-04,2.975764867652114232e-01,7.433024214322515588e-01,9.464999999999999858e+00,4.916709599862614244e-01,4.230641874681609904e-01,2.793199999999999861e+01,1.558000000000000007e+01,9.073484462557311891e-01,2.710000000000000187e-01,1.659644808451334796e+01,6.653472222222222854e+01,6.895138888888889994e+01,1.157811102586194529e+01,1.537372882904544902e+01,1.327431098470551074e+00,6.903448951160067182e+00,0.000000000000000000e+00
2.045376418013063191e-02,2.001076922093922988e-03,2.800275008594019233e-01,7.190396328007767623e-01,9.480000000000000426e+00,5.061346985612145133e-01,4.255582493301007796e-01,2.692800000000000082e+01,1.551999999999999957e+01,9.183360979966823656e-01,2.640000000000000124e-01,1.659644808451334796e+01,6.653472222222222854e+01,6.895138888888889994e+01,1.157811102586194529e+01,1.537372882904544902e+01,1.327431098470551074e+00,6.903448951160067182e+00,0.000000000000000000e+00
2.251632863526985273e-02,4.256572332396011890e-03,2.624785149535922568e-01,6.933799491463856768e-01,9.494999999999999218e+00,5.214311660007264759e-01,4.280618767578625028e-01,2.592399999999999949e+01,1.546000000000000085e+01,9.293658910764511782e-01,2.570000000000000062e-01,1.659644808451334796e+01,6.653472222222222854e+01,6.895138888888889994e+01,1.157811102586194529e+01,1.537372882904544902e+01,1.327431098470551074e+00,6.903448951160067182e+00,0.000000000000000000e+00
2.921966311447232387e-02,6.467922068945088435e-03,2.449295290477828124e-01,6.661991584852734460e-01,9.509999999999999787e+00,5.376344086021505042e-01,4.305751248879211013e-01,2.492000000000000171e+01,1.540000000000000036e+01,9.404380684001537594e-01,2.500000000000000000e-01,1.659644808451334796e+01,6.653472222222222854e+01,6.895138888888889994e+01,1.157811102586194529e+01,1.537372882904544902e+01,1.327431098470551074e+00,6.903448951160067182e+00,0.000000000000000000e+00
3.557923685115160078e-02,8.615376751377959094e-03,3.204365761430045256e-01,9.062317713396850216e-01,1.009600000000000009e+01,5.448668092552985120e-01,4.302956836829791021e-01,2.405800000000000338e+01,1.491999999999999993e+01,9.243943926329988292e-01,2.520000000000000018e-01,1.659644808451334796e+01,6.653472222222222854e+01,6.895138888888889994e+01,1.157811102586194529e+01,1.537372882904544902e+01,1.327431098470551074e+00,6.903448951160067182e+00,0.000000000000000000e+00
3.918872464764523722e-02,1.159695232209147914e-02,3.959436232382261833e-01,1.166143565860079168e+00,1.068200000000000038e+01,5.526981877088184003e-01,4.300062358201429125e-01,2.319600000000000151e+01,1.443999999999999950e+01,9.077762003953776526e-01,2.540000000000000036e-01,1.659644808451334796e+01,6.653472222222222854e+01,6.895138888888889994e+01,1.157811102586194529e+01,1.537372882904544902e+01,1.327431098470551074e+00,6.903448951160067182e+00,0.000000000000000000e+00
5.276727397731179048e-02,1.604927586573441298e-02,4.714506703334479520e-01,1.448510773130545104e+00,1.126799999999999891e+01,5.612061681453316409e-01,4.297062339995812996e-01,2.233400000000000318e+01,1.396000000000000085e+01,8.905520693312078961e-01,2.560000000000000053e-01,1.659644808451334796e+01,6.653472222222222854e+01,6.895138888888889994e+01,1.157811102586194529e+01,1.537372882904544902e+01,1.327431098470551074e+00,6.903448951160067182e+00,0.000000000000000000e+00
5.276727397731179048e-02,2.215125353383214785e-02,5.469577174286696097e-01,1.756374875814107561e+00,1.185399999999999920e+01,5.704823932001323872e-01,4.293950902686041737e-01,2.147200000000000131e+01,1.348000000000000043e+01,8.726882430647292521e-01,2.580000000000000071e-01,1.659644808451334796e+01,6.653472222222222854e+01,6.895138888888889994e+01,1.157811102586194529e+01,1.537372882904544902e+01,1.327431098470551074e+00,6.903448951160067182e+00,0.000000000000000000e+00
5.620488140254382980e-02,2.921572306257128049e-02,6.224647645238913229e-01,2.093352601156069248e+00,1.243999999999999950e+01,5.806358381502889632e-01,4.290721721756808882e-01,2.060999999999999943e+01,1.300000000000000000e+01,8.541484103894283475e-01,2.600000000000000089e-01,1.659644808451334796e+01,6.653472222222222854e+01,6.895138888888889994e+01,1.157811102586194529e+01,1.537372882904544902e+01,1.327431098470551074e+00,6.903448951160067182e+00,0.000000000000000000e+00
