Municipality,Year,pastures_area_munic_ha
Grândola,2005,22871.0
Grândola,2006,22325.0
Grândola,2007,21779.0
Grândola,2008,21233.0
Grândola,2009,20687.0
Grândola,2010,20141.0
Grândola,2011,19595.0
Grândola,2012,19049.0
Grândola,2013,18503.0
Grândola,2014,17957.0
Grândola,2015,17411.0
Grândola,2016,16865.0
Grândola,2017,16319.0
Grândola,2018,15773.0
Grândola,2019,15227.0
Grândola,2020,15227.0
Santiago do Cacém,1995,20674.8
Santiago do Cacém,1996,21840.6
Santiago do Cacém,1997,23006.4
Santiago do Cacém,1998,24172.199999999997
Santiago do Cacém,1999,25338.0
Santiago do Cacém,2000,25797.7
Santiago do Cacém,2001,26257.4
Santiago do Cacém,2002,26717.1
Santiago do Cacém,2003,27176.8
Santiago do Cacém,2004,27636.5
Santiago do Cacém,2005,28096.2
Santiago do Cacém,2006,28555.9
Santiago do Cacém,2007,29015.6
Santiago do Cacém,2008,29475.3
Santiago do Cacém,2009,29935.0
Santiago do Cacém,2010,30394.7
Santiago do Cacém,2011,30854.4
Santiago do Cacém,2012,31314.1
Santiago do Cacém,2013,31773.8
Santiago do Cacém,2014,32233.5
Santiago do Cacém,2015,32693.2
Santiago do Cacém,2016,33152.9
Santiago do Cacém,2017,33612.6
Santiago do Cacém,2018,34072.3
Santiago do Cacém,2019,34532.0
Santiago do Cacém,2020,34532.0
Sines,1995,1616.0
Sines,1996,1602.5
Sines,1997,1589.0
Sines,1998,1575.5
Sines,1999,1562.0
Sines,2000,1817.6
Sines,2001,2073.2
Sines,2002,2328.8
Sines,2003,2584.4
Sines,2004,2840.0
Sines,2005,3095.6
Sines,2006,3351.2
Sines,2007,3606.8
Sines,2008,3862.4
Sines,2009,4118.0
Sines,2010,4373.6
Sines,2011,4629.2
Sines,2012,4884.8
Sines,2013,5140.4
Sines,2014,5396.0
Sines,2015,5651.6
Sines,2016,5907.2
Sines,2017,6162.8
Sines,2018,6418.4
Sines,2019,6674.0
Sines,2020,6674.0
Albufeira,1995,77.0
Albufeira,1996,85.0
Albufeira,1997,93.0
Albufeira,1998,101.0
Albufeira,1999,109.0
Albufeira,2000,128.5
Albufeira,2001,148.0
Albufeira,2002,167.5
Albufeira,2003,187.0
Albufeira,2004,206.5
Albufeira,2005,226.0
Albufeira,2006,245.5
Albufeira,2007,265.0
Albufeira,2008,284.5
Albufeira,2009,304.0
Albufeira,2010,323.5
Albufeira,2011,343.0
Albufeira,2012,362.5
Albufeira,2013,382.0
Albufeira,2014,401.5
Albufeira,2015,421.0
Albufeira,2016,440.5
Albufeira,2017,460.0
Albufeira,2018,479.5
Albufeira,2019,499.0
Albufeira,2020,499.0
Alcoutim,1995,3110.2
Alcoutim,1996,2972.8999999999996
Alcoutim,1997,2835.6
Alcoutim,1998,2698.3
Alcoutim,1999,2561.0
Alcoutim,2000,2560.3
Alcoutim,2001,2559.6
Alcoutim,2002,2558.9
Alcoutim,2003,2558.2
Alcoutim,2004,2557.5
Alcoutim,2005,2556.8
Alcoutim,2006,2556.1
Alcoutim,2007,2555.4
Alcoutim,2008,2554.7
Alcoutim,2009,2554.0
Alcoutim,2010,2553.3
Alcoutim,2011,2552.6
Alcoutim,2012,2551.9
Alcoutim,2013,2551.2
Alcoutim,2014,2550.5
Alcoutim,2015,2549.8
Alcoutim,2016,2549.1
Alcoutim,2017,2548.4
Alcoutim,2018,2547.7
Alcoutim,2019,2547.0
Alcoutim,2020,2547.0
Aljezur,1995,798.8000000000001
Aljezur,1996,650.1000000000001
Aljezur,1997,501.4000000000001
Aljezur,1998,352.70000000000005
Aljezur,1999,204.0
Aljezur,2000,380.4
Aljezur,2001,556.8
Aljezur,2002,733.2
Aljezur,2003,909.6
Aljezur,2004,1086.0
Aljezur,2005,1262.4
Aljezur,2006,1438.8
Aljezur,2007,1615.2
Aljezur,2008,1791.6000000000001
Aljezur,2009,1968.0
Aljezur,2010,2144.4
Aljezur,2011,2320.8
Aljezur,2012,2497.2
Aljezur,2013,2673.6
Aljezur,2014,2850.0
Aljezur,2015,3026.4
Aljezur,2016,3202.8
Aljezur,2017,3379.2
Aljezur,2018,3555.6000000000004
Aljezur,2019,3732.0
Aljezur,2020,3732.0
Castro Marim,1995,1462.6
Castro Marim,1996,1494.7
Castro Marim,1997,1526.8
Castro Marim,1998,1558.9
Castro Marim,1999,1591.0
Castro Marim,2000,1753.8
Castro Marim,2001,1916.6
Castro Marim,2002,2079.4
Castro Marim,2003,2242.2
Castro Marim,2004,2405.0
Castro Marim,2005,2567.8
Castro Marim,2006,2730.6000000000004
Castro Marim,2007,2893.4
Castro Marim,2008,3056.2
Castro Marim,2009,3219.0
Castro Marim,2010,3381.8
Castro Marim,2011,3544.6
Castro Marim,2012,3707.4
Castro Marim,2013,3870.2
Castro Marim,2014,4033.0
Castro Marim,2015,4195.8
Castro Marim,2016,4358.6
Castro Marim,2017,4521.4
Castro Marim,2018,4684.2
Castro Marim,2019,4847.0
Castro Marim,2020,4847.0
Faro,1995,35.4
Faro,1996,32.3
Faro,1997,29.2
Faro,1998,26.099999999999998
Faro,1999,23.0
Faro,2000,46.9
Faro,2001,70.8
Faro,2002,94.69999999999999
Faro,2003,118.6
Faro,2004,142.5
Faro,2005,166.39999999999998
Faro,2006,190.29999999999998
Faro,2007,214.2
Faro,2008,238.1
Faro,2009,262.0
Faro,2010,285.9
Faro,2011,309.8
Faro,2012,333.7
Faro,2013,357.6
Faro,2014,381.5
Faro,2015,405.4
Faro,2016,429.29999999999995
Faro,2017,453.2
Faro,2018,477.1
Faro,2019,501.0
Faro,2020,501.0
Lagoa,1995,129.0
Lagoa,1996,148.5
Lagoa,1997,168.0
Lagoa,1998,187.5
Lagoa,1999,207.0
Lagoa,2000,205.3
Lagoa,2001,203.6
Lagoa,2002,201.9
Lagoa,2003,200.2
Lagoa,2004,198.5
Lagoa,2005,196.8
Lagoa,2006,195.1
Lagoa,2007,193.4
Lagoa,2008,191.7
Lagoa,2009,190.0
Lagoa,2010,188.3
Lagoa,2011,186.6
Lagoa,2012,184.9
Lagoa,2013,183.2
Lagoa,2014,181.5
Lagoa,2015,179.8
Lagoa,2016,178.1
Lagoa,2017,176.4
Lagoa,2018,174.7
Lagoa,2019,173.0
Lagoa,2020,173.0
Lagos,1995,716.2
Lagos,1996,684.4
Lagos,1997,652.6
Lagos,1998,620.8
Lagos,1999,589.0
Lagos,2000,594.2
Lagos,2001,599.4
Lagos,2002,604.6
Lagos,2003,609.8
Lagos,2004,615.0
Lagos,2005,620.2
Lagos,2006,625.4
Lagos,2007,630.6
Lagos,2008,635.8
Lagos,2009,641.0
Lagos,2010,646.2
Lagos,2011,651.4
Lagos,2012,656.6
Lagos,2013,661.8
Lagos,2014,667.0
Lagos,2015,672.2
Lagos,2016,677.4
Lagos,2017,682.6
Lagos,2018,687.8
Lagos,2019,693.0
Lagos,2020,693.0
Loulé,1995,664.8
Loulé,1996,697.0999999999999
Loulé,1997,729.4
Loulé,1998,761.7
Loulé,1999,794.0
Loulé,2000,1001.6
Loulé,2001,1209.2
Loulé,2002,1416.8
Loulé,2003,1624.4
Loulé,2004,1832.0
Loulé,2005,2039.6
Loulé,2006,2247.2
Loulé,2007,2454.8
Loulé,2008,2662.3999999999996
Loulé,2009,2870.0
Loulé,2010,3077.6
Loulé,2011,3285.2
Loulé,2012,3492.8
Loulé,2013,3700.4
Loulé,2014,3908.0
Loulé,2015,4115.6
Loulé,2016,4323.2
Loulé,2017,4530.8
Loulé,2018,4738.4
Loulé,2019,4946.0
Loulé,2020,4946.0
Monchique,1995,1017.8000000000001
Monchique,1996,1153.1000000000001
Monchique,1997,1288.4
Monchique,1998,1423.7
Monchique,1999,1559.0
Monchique,2000,1496.1
Monchique,2001,1433.2
Monchique,2002,1370.3
Monchique,2003,1307.4
Monchique,2004,1244.5
Monchique,2005,1181.6
Monchique,2006,1118.7
Monchique,2007,1055.8
Monchique,2008,992.9
Monchique,2009,930.0
Monchique,2010,867.1
Monchique,2011,804.2
Monchique,2012,741.3
Monchique,2013,678.4
Monchique,2014,615.5
Monchique,2015,552.6
Monchique,2016,489.7
Monchique,2017,426.8
Monchique,2018,363.9
Monchique,2019,301.0
Monchique,2020,301.0
Olhão,1995,22.799999999999997
Olhão,1996,25.599999999999998
Olhão,1997,28.4
Olhão,1998,31.2
Olhão,1999,34.0
Olhão,2000,31.7
Olhão,2001,29.4
Olhão,2002,27.1
Olhão,2003,24.8
Olhão,2004,22.5
Olhão,2005,20.200000000000003
Olhão,2006,17.900000000000002
Olhão,2007,15.600000000000001
Olhão,2008,13.3
Olhão,2009,11.0
Olhão,2010,9.9
Olhão,2011,8.8
Olhão,2012,7.699999999999999
Olhão,2013,6.6
Olhão,2014,5.5
Olhão,2015,4.3999999999999995
Olhão,2016,3.299999999999999
Olhão,2017,2.1999999999999993
Olhão,2018,1.0999999999999996
Olhão,2019,0.0
Olhão,2020,0.0
Portimão,1995,1085.4
Portimão,1996,958.8000000000001
Portimão,1997,832.2
Portimão,1998,705.6000000000001
Portimão,1999,579.0
Portimão,2000,624.2
Portimão,2001,669.4
Portimão,2002,714.6
Portimão,2003,759.8
Portimão,2004,805.0
Portimão,2005,850.2
Portimão,2006,895.4000000000001
Portimão,2007,940.6
Portimão,2008,985.8
Portimão,2009,1031.0
Portimão,2010,1076.2
Portimão,2011,1121.4
Portimão,2012,1166.6
Portimão,2013,1211.8
Portimão,2014,1257.0
Portimão,2015,1302.2
Portimão,2016,1347.4
Portimão,2017,1392.6
Portimão,2018,1437.8
Portimão,2019,1483.0
Portimão,2020,1483.0
São Brás de Alportel,1995,69.6
São Brás de Alportel,1996,61.199999999999996
São Brás de Alportel,1997,52.8
São Brás de Alportel,1998,44.39999999999999
São Brás de Alportel,1999,36.0
São Brás de Alportel,2000,48.3
São Brás de Alportel,2001,60.6
São Brás de Alportel,2002,72.9
São Brás de Alportel,2003,85.2
São Brás de Alportel,2004,97.5
São Brás de Alportel,2005,109.80000000000001
São Brás de Alportel,2006,122.10000000000001
São Brás de Alportel,2007,134.4
São Brás de Alportel,2008,146.7
São Brás de Alportel,2009,159.0
São Brás de Alportel,2010,171.3
São Brás de Alportel,2011,183.6
São Brás de Alportel,2012,195.9
São Brás de Alportel,2013,208.2
São Brás de Alportel,2014,220.5
São Brás de Alportel,2015,232.8
São Brás de Alportel,2016,245.10000000000002
São Brás de Alportel,2017,257.4
São Brás de Alportel,2018,269.7
São Brás de Alportel,2019,282.0
São Brás de Alportel,2020,282.0
Silves,1995,1649.6
Silves,1996,1729.6999999999998
Silves,1997,1809.8
Silves,1998,1889.9
Silves,1999,1970.0
Silves,2000,2086.0
Silves,2001,2202.0
Silves,2002,2318.0
Silves,2003,2434.0
Silves,2004,2550.0
Silves,2005,2666.0
Silves,2006,2782.0
Silves,2007,2898.0
Silves,2008,3014.0
Silves,2009,3130.0
Silves,2010,3246.0
Silves,2011,3362.0
Silves,2012,3478.0
Silves,2013,3594.0
Silves,2014,3710.0
Silves,2015,3826.0
Silves,2016,3942.0
Silves,2017,4058.0
Silves,2018,4174.0
Silves,2019,4290.0
Silves,2020,4290.0
Tavira,1995,397.6
Tavira,1996,428.70000000000005
Tavira,1997,459.8
Tavira,1998,490.90000000000003
Tavira,1999,522.0
Tavira,2000,610.8
Tavira,2001,699.6
Tavira,2002,788.4
Tavira,2003,877.2
Tavira,2004,966.0
Tavira,2005,1054.8
Tavira,2006,1143.6
Tavira,2007,1232.4
Tavira,2008,1321.1999999999998
Tavira,2009,1410.0
Tavira,2010,1498.8
Tavira,2011,1587.6
Tavira,2012,1676.4
Tavira,2013,1765.2
Tavira,2014,1854.0
Tavira,2015,1942.8
Tavira,2016,2031.6
Tavira,2017,2120.4
Tavira,2018,2209.2
Tavira,2019,2298.0
Tavira,2020,2298.0
Vila do Bispo,1995,976.0
Vila do Bispo,1996,816.5
Vila do Bispo,1997,657.0
Vila do Bispo,1998,497.5
Vila do Bispo,1999,338.0
Vila do Bispo,2000,582.1
Vila do Bispo,2001,826.2
Vila do Bispo,2002,1070.3
Vila do Bispo,2003,1314.4
Vila do Bispo,2004,1558.5
Vila do Bispo,2005,1802.6
Vila do Bispo,2006,2046.7
Vila do Bispo,2007,2290.8
Vila do Bispo,2008,2534.9
Vila do Bispo,2009,2779.0
Vila do Bispo,2010,3023.1
Vila do Bispo,2011,3267.2
Vila do Bispo,2012,3511.3
Vila do Bispo,2013,3755.4
Vila do Bispo,2014,3999.5
Vila do Bispo,2015,4243.6
Vila do Bispo,2016,4487.7
Vila do Bispo,2017,4731.8
Vila do Bispo,2018,4975.9
Vila do Bispo,2019,5220.0
Vila do Bispo,2020,5220.0
Vila Real de Santo António,1995,467.6
Vila Real de Santo António,1996,501.70000000000005
Vila Real de Santo António,1997,535.8
Vila Real de Santo António,1998,569.9000000000001
Vila Real de Santo António,1999,604.0
Vila Real de Santo António,2000,556.2
Vila Real de Santo António,2001,508.4
Vila Real de Santo António,2002,460.6
Vila Real de Santo António,2003,412.8
Vila Real de Santo António,2004,365.0
Vila Real de Santo António,2005,317.20000000000005
Vila Real de Santo António,2006,269.40000000000003
Vila Real de Santo António,2007,221.60000000000002
Vila Real de Santo António,2008,173.8
Vila Real de Santo António,2009,126.0
Vila Real de Santo António,2010,113.4
Vila Real de Santo António,2011,100.8
Vila Real de Santo António,2012,88.2
Vila Real de Santo António,2013,75.6
Vila Real de Santo António,2014,63.0
Vila Real de Santo António,2015,50.400000000000006
Vila Real de Santo António,2016,37.8
Vila Real de Santo António,2017,25.200000000000003
Vila Real de Santo António,2018,12.600000000000009
Vila Real de Santo António,2019,0.0
Vila Real de Santo António,2020,0.0
