Municipality,Year,pastures_area_var,pastures_area_munic,pastures_area_mean,agric_area_mean,agric_area_owned,tract_100ha,lu_cattle,lu_per_agric_area,farmers_female,farmers_over65,educ_none,educ_second_super,agric_time_full,inc_excl_agric,inc_mainly_ext,work_unit_100ha
Arouca,1995,0.3979246733282091,0.24252787407476814,0.5078477535805376,2.16,0.6083106905274993,13.1,0.7097986629974276,1.982,0.37002158132234647,0.23788503041004513,36.832,1.572,50.244,0.15084793403916424,0.3387988381898248,94.74
Arouca,1996,0.42632590315142205,0.26359186389126515,0.5685510737532675,2.2199999999999998,0.6128219750974242,13.6,0.7100311847959411,1.974,0.3863461637025268,0.24217108297883247,35.149,1.6390000000000002,53.818000000000005,0.1418591388651269,0.3486598232107214,92.08
Arouca,1997,0.4547271329746349,0.2852734111293278,0.6349683374476763,2.28,0.6174655222297232,14.1,0.7101877642754485,1.966,0.4042073628850488,0.24686057743908982,33.466,1.706,57.39200000000001,0.13260680875687142,0.35880991416722924,89.41999999999999
Arouca,1998,0.48312836279784777,0.30760007830087105,0.7079461620769274,2.34,0.6222472350004894,14.6,0.710263982509073,1.958,0.42383285464887094,0.25201329053331084,31.783,1.773,60.96600000000001,0.12307918175589704,0.36926201428990896,86.75999999999999
Arouca,1999,0.5115295926210607,0.33060109289617484,0.7885071090047393,2.4,0.6271733730750124,15.1,0.7102551364846447,1.95,0.44549763033175355,0.25770142180094785,30.1,1.8399999999999999,64.54,0.11326378539493294,0.38002980625931443,84.1
Arouca,2000,0.5603766333589546,0.35833476690177185,0.8938818048062775,2.56,0.6507581529085056,15.059999999999999,0.7117325244232208,1.877,0.452979401667484,0.26416135360470816,29.293000000000003,2.0069999999999997,65.253,0.11481654419896292,0.3813865473937726,79.83
Arouca,2001,0.6092236740968486,0.3854870872039298,1.006859756097561,2.7199999999999998,0.6738485482223627,15.02,0.7138997246956786,1.804,0.46100101626016254,0.2710873983739837,28.486,2.174,65.96600000000001,0.11633675404892758,0.3827148484995866,75.56
Arouca,2002,0.6580707148347424,0.41207614372006834,1.128294675803901,2.88,0.6964599427237503,14.98,0.7168255173423324,1.7309999999999999,0.4696230890880338,0.2785318924617818,27.679000000000002,2.341,66.679,0.11782542776694824,0.3840155945419103,71.28999999999999
Arouca,2003,0.7069177555726365,0.4381192835365854,1.2591730558598029,3.04,0.7186070884146342,14.94,0.7205915884550885,1.658,0.4789156626506024,0.28655531215772184,26.872,2.508,67.39200000000001,0.11928353658536586,0.3852896341463415,67.02
Arouca,2004,0.7557647963105304,0.46363314865024163,1.4006410256410255,3.2,0.740304137687139,14.899999999999999,0.7252954600981514,1.585,0.48896011396011396,0.2952279202279202,26.065,2.675,68.105,0.12071201225981375,0.3865377814452434,62.75
Arouca,2005,0.8046118370484242,0.4886337114316388,1.5540380047505937,3.36,0.7615646734817718,14.86,0.7310542716414908,1.512,0.49985154394299286,0.3046318289786223,25.258000000000003,2.842,68.818,0.12211174905475423,0.3877608178126313,58.48
Arouca,2006,0.8534588777863181,0.5131363079695912,1.720939243645381,3.52,0.782401737643552,14.82,0.7380097146550311,1.439,0.5117017978921264,0.314863608183509,24.451,3.0090000000000003,69.531,0.1234836056103704,0.38895949349539016,54.209999999999994
Arouca,2007,0.9023059185242123,0.537155669442665,1.9032101167315179,3.6799999999999997,0.8028278576004393,14.78,0.7463345527037476,1.366,0.5246433203631647,0.32603761348897536,23.644000000000002,3.1759999999999997,70.244,0.12482840669900247,0.3901345291479821,49.94
Arouca,2008,0.951152959262106,0.5607059516527334,2.103076138681169,3.84,0.8228550714787377,14.739999999999998,0.7562413522198128,1.2930000000000001,0.5388341264445956,0.3382902787219579,22.837,3.3430000000000004,70.95700000000001,0.12614694487867872,0.39128661727723785,45.67
Arouca,2009,1.0,0.583800762844963,2.3232142857142857,4.0,0.8424949517612744,14.7,0.767994350386388,1.22,0.5544642857142857,0.3517857142857143,22.03,3.51,71.67,0.12743998205070675,0.39241642360332063,41.4
Arouca,2010,1.0488470407378938,0.6064531899291126,2.4898275704771464,4.16,0.8596031199306682,14.729999999999999,0.7456134280556103,1.209,0.5474865431986133,0.35991241675029656,21.223000000000003,3.677,72.383,0.11770849536676962,0.37892491277971596,40.08
Arouca,2011,1.0976940814757878,0.6286758232083113,2.663868681216191,4.32,0.8763866877971473,14.76,0.7233838401209269,1.198,0.540197724305167,0.36840141764596157,20.416,3.8440000000000003,73.096,0.10816164817749603,0.36568938193343903,38.76
Arouca,2012,1.1465411222136819,0.6504807797134946,2.8458456548697897,4.4799999999999995,0.8928548067069315,14.79,0.7012937931825493,1.187,0.5325765525135934,0.37727749689974244,19.609,4.011,73.809,0.09879423500425179,0.3527026143078298,37.44
Arouca,2013,1.1953881629515757,0.6718797252343717,3.036313939867239,4.64,0.9090162872078456,14.82,0.6793316540337136,1.176,0.5245997657165169,0.38656774697383833,18.802,4.178,74.522,0.08960124422171341,0.33995766190003024,36.12
Arouca,2014,1.2442352036894697,0.6928838951310862,3.235882058970515,4.8,0.9248796147672552,14.85,0.6574859292224388,1.165,0.5162418790604698,0.3963018490754623,17.995,4.345000000000001,75.235,0.08057784911717496,0.3274478330658106,34.8
Arouca,2015,1.2930822444273635,0.7135041140045805,3.445218103624821,4.96,0.9404529646280431,14.879999999999999,0.6357452449945626,1.1540000000000001,0.5074749129633422,0.4065123899242269,17.188000000000002,4.5120000000000005,75.948,0.07171939944015608,0.31516668080413945,33.48
Arouca,2016,1.3419292851652573,0.7337508142980226,3.6650572058360447,5.12,0.9557442158572721,14.91,0.6140983275445162,1.143,0.49826808019313534,0.41723522619922326,16.381,4.679,76.661,0.06302141341122576,0.3031079916783996,32.16
Arouca,2017,1.3907763259031516,0.7536340538964555,3.8962101636520243,5.279999999999999,0.9707609646382606,14.94,0.5925339835017698,1.1320000000000001,0.4885874246339363,0.42850990525409133,15.574000000000002,4.846,77.374,0.05447957016118956,0.29126577533424963,30.84
Arouca,2018,1.4396233666410452,0.7731635327870544,4.139573433528566,5.4399999999999995,0.9855105368531859,14.97,0.5710410805819168,1.121,0.47839540280694,0.440380152503039,14.767,5.013000000000001,78.087,0.04608970257384054,0.2796342545769779,29.52
Arouca,2019,1.4884704073789392,0.7923486088379705,4.396140749148695,5.6,1.0,15.0,0.5496085283319325,1.11,0.4676503972758229,0.452894438138479,13.96,5.18,78.8,0.037847790507364976,0.2682078559738134,28.2
Castelo de Paiva,1995,0.37567567567567567,0.018730629295243228,0.03086145648312611,1.6400000000000001,0.5419754750033687,10.580000000000002,0.5223242452902662,1.284,0.33481349911190056,0.24378330373001778,35.386,3.8680000000000003,30.462,0.10308583748820914,0.5811885190675111,107.17999999999999
Castelo de Paiva,1996,0.3527027027027027,0.018479184367034836,0.03022232515053266,1.6300000000000001,0.5595440385160011,11.46,0.509069818817196,1.2730000000000001,0.3516674386289949,0.2544001852709588,34.727000000000004,4.036,30.499,0.09558198810535258,0.5998300764655905,106.71
Castelo de Paiva,1997,0.3297297297297297,0.018200805609428616,0.02952565343659245,1.62,0.5789944800835447,12.34,0.49366452043967357,1.262,0.37003872216844147,0.265972894482091,34.068,4.204000000000001,30.535999999999998,0.08727435476652246,0.6204684469640459,106.24
Castelo de Paiva,1998,0.3067567567567568,0.01789092055485498,0.02876330461226559,1.61,0.6006462799495585,13.22,0.4757228265307048,1.251,0.3901419158641662,0.27863659401926,33.409,4.372,30.573,0.0780264817150063,0.6434426229508196,105.77
Castelo de Paiva,1999,0.28378378378378377,0.017543859649122806,0.027925531914893616,1.6,0.6248955722639933,14.1,0.4547659471258792,1.24,0.4122340425531915,0.2925531914893617,32.75,4.54,30.61,0.06766917293233082,0.6691729323308271,105.3
Castelo de Paiva,2000,0.35540540540540544,0.021701460516544268,0.035397039030955584,1.6400000000000001,0.6344582886376763,14.76,0.45082410272481593,1.193,0.4200538358008076,0.29851951547779276,31.343,5.051,30.306,0.06625959237560854,0.6783563000247544,102.62
Castelo de Paiva,2001,0.42702702702702705,0.025758069775024456,0.04305177111716622,1.6800000000000002,0.6437887186175416,15.42,0.44711165585803053,1.146,0.42806539509536784,0.30463215258855586,29.936,5.561999999999999,30.002,0.06488425171177045,0.6873165960221715,99.94
Castelo de Paiva,2002,0.4986486486486486,0.029717323024885237,0.05089655172413793,1.72,0.6528952242892808,16.08,0.44363728936297153,1.099,0.4362758620689655,0.31089655172413794,28.529,6.073,29.698,0.06354191833776275,0.6960618506885721,97.25999999999999
Castelo de Paiva,2003,0.5702702702702703,0.03358268343148178,0.05893854748603353,1.76,0.661785771128442,16.74,0.44041226582201115,1.052,0.4446927374301676,0.31731843575418994,27.122,6.584,29.394,0.06223141811236671,0.7045997135126533,94.58
Castelo de Paiva,2004,0.6418918918918919,0.03735745182854896,0.06718528995756719,1.8,0.6704679512386944,17.4,0.43745096773310016,1.005,0.4533239038189533,0.32390381895332393,25.715,7.095000000000001,29.09,0.0609516319307904,0.712937475422729,91.9
Castelo de Paiva,2005,0.7135135135135134,0.04104477611940298,0.07564469914040114,1.84,0.6789490049751243,18.06,0.434771601283769,0.958,0.46217765042979947,0.33065902578796563,24.308,7.606000000000001,28.786,0.059701492537313425,0.7210820895522387,89.22
Castelo de Paiva,2006,0.7851351351351351,0.04464766003227542,0.08432510885341074,1.8800000000000001,0.6872358410819949,18.72,0.43239712242498696,0.911,0.47126269956458633,0.33759071117561684,22.901,8.117,28.482,0.058479981556904634,0.7290401905786522,86.53999999999999
Castelo de Paiva,2007,0.8567567567567568,0.048168971280960336,0.09323529411764706,1.92,0.6953350554626957,19.38,0.4303564695222498,0.864,0.48058823529411765,0.3447058823529412,21.494,8.628,28.178,0.05728612672846072,0.7368181127488224,83.86
Castelo de Paiva,2008,0.9283783783783782,0.05161144917737209,0.10238450074515647,1.96,0.7032529486890542,20.04,0.42868622568260845,0.817,0.49016393442622946,0.35201192250372576,20.087,9.139,27.874,0.056118999323867484,0.744421906693712,81.18
Castelo de Paiva,2009,1.0,0.0549777117384844,0.11178247734138973,2.0,0.7109955423476969,20.7,0.4274328940005017,0.77,0.5,0.3595166163141994,18.68,9.65,27.57,0.0549777117384844,0.7518573551263001,78.5
Castelo de Paiva,2010,1.0716216216216217,0.05827026232640164,0.1219249692496925,2.04,0.7185685943125872,20.97,0.422514512454993,0.74,0.4929274292742928,0.36746617466174664,17.273,10.161,27.266000000000002,0.05371445367036519,0.7331912704827687,76.71
Castelo de Paiva,2011,1.1432432432432431,0.06149149585695595,0.1324358171571697,2.08,0.725977613025149,21.24,0.41768272083438274,0.71,0.4855979962429556,0.3757044458359424,15.866,10.672,26.962,0.05247855792993168,0.7149294955662161,74.92
Castelo de Paiva,2012,1.214864864864865,0.06464370460918963,0.14333545918367346,2.12,0.7332278708564033,21.509999999999998,0.41293212474462715,0.6799999999999999,0.47799744897959184,0.3842474489795918,14.459,11.183,26.658,0.05126914503487452,0.6970590350183361,73.13
Castelo de Paiva,2013,1.2864864864864864,0.06772908366533865,0.15464587394411955,2.16,0.7403244166192373,21.779999999999998,0.4082570815638545,0.65,0.47011046133853146,0.3931124106562703,13.052,11.693999999999999,26.354,0.05008537279453615,0.6795674445076836,71.34
Castelo de Paiva,2014,1.3581081081081081,0.07074973600844774,0.16639072847682118,2.2,0.7472720872932066,22.049999999999997,0.4036515992778554,0.62,0.46192052980132453,0.402317880794702,11.645,12.205,26.05,0.04892643435410067,0.6624428018303414,69.55
Castelo de Paiva,2015,1.4297297297297298,0.07370767730249407,0.1785955435516543,2.2399999999999998,0.7540755190190888,22.32,0.3991092071424017,0.59,0.4534098582039163,0.411883862255233,10.238,12.716,25.746000000000002,0.04779155636059634,0.6456736798105057,67.76
Castelo de Paiva,2016,1.5013513513513512,0.07660484037785285,0.19128787878787878,2.28,0.7607391574157071,22.59,0.3946227874035914,0.5599999999999999,0.44455922865013775,0.42183195592286504,8.831,13.227,25.442,0.04667999724194995,0.6292491208715438,65.97
Castelo de Paiva,2017,1.5729729729729731,0.07944307944307945,0.2044975404075896,2.32,0.7672672672672672,22.86,0.39018435244850336,0.53,0.4353478566408995,0.43218552354181305,7.4239999999999995,13.738000000000001,25.138,0.04559104559104559,0.6131586131586131,64.18
Castelo de Paiva,2018,1.6445945945945943,0.08222417404229444,0.21825681492109036,2.36,0.7736639416255658,23.13,0.38578474427403564,0.49999999999999994,0.4257532281205164,0.4429698708751793,6.0169999999999995,14.249,24.834,0.0445240186473887,0.5973920681035065,62.39
Castelo de Paiva,2019,1.7162162162162162,0.08494983277591973,0.2326007326007326,2.4,0.7799331103678929,23.4,0.38141322137621864,0.47,0.4157509157509158,0.4542124542124542,4.609999999999999,14.760000000000002,24.53,0.043478260869565216,0.5819397993311036,60.6
Espinho,1995,3.5999999999999996,0.04699738903394256,0.07114624505928853,1.5,0.5770234986945171,11.84,0.6818190933410339,1.302,0.2411067193675889,0.36758893280632415,31.558,5.148,47.361999999999995,0.0,0.4830287206266319,130.54
Espinho,1996,4.2,0.05940594059405942,0.08993576017130621,1.5,0.5926449787835928,12.629999999999999,0.6777008016544646,1.294,0.24411134903640253,0.37901498929336186,30.286,5.3309999999999995,53.903999999999996,0.0,0.46676096181046683,130.28
Espinho,1997,4.8,0.07407407407407407,0.11214953271028037,1.5,0.6111111111111112,13.42,0.6720043008275254,1.286,0.24766355140186916,0.39252336448598135,29.014,5.513999999999999,60.446,0.0,0.4475308641975309,130.02
Espinho,1998,5.3999999999999995,0.09168081494057724,0.13881748071979433,1.5,0.633276740237691,14.21,0.6642382117644559,1.278,0.25192802056555275,0.4087403598971723,27.741999999999997,5.696999999999999,66.988,0.0,0.4244482173174873,129.76
Espinho,1999,6.0,0.11320754716981132,0.17142857142857143,1.5,0.660377358490566,15.0,0.6536918734214827,1.27,0.2571428571428571,0.42857142857142855,26.47,5.88,73.53,0.0,0.39622641509433965,129.5
Espinho,2000,5.5,0.10054844606946983,0.15988372093023256,1.59,0.6307129798903107,16.37,0.7739628230961181,1.5070000000000001,0.25,0.4244186046511628,26.416,6.403,68.399,0.0,0.41133455210237657,123.4
Espinho,2001,5.0,0.08865248226950355,0.14792899408284024,1.68,0.6028368794326241,17.74,0.8499251740516625,1.744,0.24260355029585798,0.4201183431952663,26.362,6.926,63.268,0.0,0.425531914893617,117.3
Espinho,2002,4.5,0.0774526678141136,0.1355421686746988,1.77,0.576592082616179,19.11,0.8983797018317736,1.981,0.23493975903614456,0.41566265060240964,26.308,7.449,58.137,0.0,0.4388984509466437,111.2
Espinho,2003,4.0,0.06688963210702341,0.12269938650306748,1.8599999999999999,0.5518394648829432,20.48,0.9288551257422549,2.218,0.22699386503067484,0.4110429447852761,26.253999999999998,7.972,53.006,0.0,0.45150501672240806,105.1
Espinho,2004,3.5,0.056910569105691054,0.109375,1.95,0.5284552845528455,21.85,0.9471296342291324,2.455,0.21875,0.40625,26.2,8.495000000000001,47.875,0.0,0.4634146341463415,99.0
Espinho,2005,3.0,0.04746835443037974,0.09554140127388536,2.04,0.5063291139240506,23.22,0.9568905524103296,2.692,0.21019108280254778,0.4012738853503185,26.146,9.017999999999999,42.744,0.0,0.47468354430379744,92.9
Espinho,2006,2.5,0.03852080123266564,0.08116883116883117,2.13,0.485362095531587,24.59,0.9605869996701596,2.9290000000000003,0.20129870129870128,0.39610389610389607,26.092,9.540999999999999,37.613,0.0,0.485362095531587,86.80000000000001
Espinho,2007,2.0,0.030030030030030033,0.06622516556291391,2.2199999999999998,0.4654654654654655,25.96,0.9598986225644469,3.1660000000000004,0.19205298013245034,0.3907284768211921,26.038,10.064,32.482,0.0,0.49549549549549554,80.7
Espinho,2008,1.5,0.021961932650073207,0.05067567567567567,2.31,0.44655929721815524,27.33,0.9560077255061744,3.403,0.18243243243243243,0.38513513513513514,25.983999999999998,10.587,27.351,0.0,0.5051244509516838,74.6
