0.000000000000000000e+00,0.000000000000000000e+00,3.979246733282090775e-01,5.078477535805375753e-01,1.571999999999999842e+00,2.378850304100451896e-01,3.387988381898248136e-01,3.683200000000000074e+01,9.473999999999999488e+01,6.083106905274993093e-01,1.981999999999999984e+00,1.426539655897351899e+01,3.416666666666667851e+01,4.911111111111110716e+01,1.076368406378185760e+01,1.712701242093257292e+01,2.339650504268411702e+00,1.750540696116204131e+01
0.000000000000000000e+00,9.770134638496313310e-04,4.263259031514221031e-01,5.685510737532675218e-01,1.639000000000000234e+00,2.421710829788324970e-01,3.486598232107214201e-01,3.514900000000000091e+01,9.207999999999999829e+01,6.128219750974241986e-01,1.973999999999999977e+00,1.426539655897351899e+01,3.416666666666667851e+01,4.911111111111110716e+01,1.076368406378185760e+01,1.712701242093257292e+01,2.339650504268411702e+00,1.750540696116204131e+01
9.445092226334476536e-04,2.111731538540624793e-03,4.547271329746349067e-01,6.349683374476763342e-01,1.705999999999999961e+00,2.468605774390898455e-01,3.588099141672292380e-01,3.346600000000000108e+01,8.941999999999998749e+01,6.174655222297231738e-01,1.965999999999999970e+00,1.426539655897351899e+01,3.416666666666667851e+01,4.911111111111110716e+01,1.076368406378185760e+01,1.712701242093257292e+01,2.339650504268411702e+00,1.750540696116204131e+01
1.731600241494654592e-03,4.416600399750693177e-03,4.831283627978478212e-01,7.079461620769273988e-01,1.772999999999999909e+00,2.520132905333108408e-01,3.692620142899089575e-01,3.178300000000000125e+01,8.675999999999997669e+01,6.222472350004893960e-01,1.957999999999999963e+00,1.426539655897351899e+01,3.416666666666667851e+01,4.911111111111110716e+01,1.076368406378185760e+01,1.712701242093257292e+01,2.339650504268411702e+00,1.750540696116204131e+01
1.731600241494654592e-03,6.699686856148420223e-03,5.115295926210606803e-01,7.885071090047393039e-01,1.840000000000000080e+00,2.577014218009478497e-01,3.800298062593143733e-01,3.010000000000000142e+01,8.409999999999999432e+01,6.271733730750124192e-01,1.949999999999999956e+00,1.426539655897351899e+01,3.416666666666667851e+01,4.911111111111110716e+01,1.076368406378185760e+01,1.712701242093257292e+01,2.339650504268411702e+00,1.750540696116204131e+01
2.203854852811378690e-03,8.978126399519505488e-03,5.603766333589546011e-01,8.938818048062775468e-01,2.006999999999999673e+00,2.641613536047081601e-01,3.813865473937725903e-01,2.929300000000000992e+01,7.982999999999999829e+01,6.507581529085055827e-01,1.877000000000000002e+00,1.426539655897351899e+01,3.416666666666667851e+01,4.911111111111110716e+01,1.076368406378185760e+01,1.712701242093257292e+01,2.339650504268411702e+00,1.750540696116204131e+01
2.203854852811378690e-03,1.207238961112889163e-02,6.092236740968486330e-01,1.006859756097560954e+00,2.173999999999999932e+00,2.710873983739837123e-01,3.827148484995865907e-01,2.848600000000000065e+01,7.556000000000000227e+01,6.738485482223627310e-01,1.804000000000000048e+00,1.426539655897351899e+01,3.416666666666667851e+01,4.911111111111110716e+01,1.076368406378185760e+01,1.712701242093257292e+01,2.339650504268411702e+00,1.750540696116204131e+01
3.778036890533790614e-03,1.662578351310109795e-02,6.580707148347424429e-01,1.128294675803900748e+00,2.341000000000000192e+00,2.785318924617817826e-01,3.840155945419103101e-01,2.767900000000000205e+01,7.128999999999997783e+01,6.964599427237503360e-01,1.730999999999999872e+00,1.426539655897351899e+01,3.416666666666667851e+01,4.911111111111110716e+01,1.076368406378185760e+01,1.712701242093257292e+01,2.339650504268411702e+00,1.750540696116204131e+01
8.500583003701026388e-03,2.289272659364430251e-02,7.069177555726364748e-01,1.259173055859802881e+00,2.508000000000000007e+00,2.865553121577218421e-01,3.852896341463414864e-01,2.687199999999999989e+01,6.701999999999999602e+01,7.186070884146341653e-01,1.657999999999999918e+00,1.426539655897351899e+01,3.416666666666667851e+01,4.911111111111110716e+01,1.076368406378185760e+01,1.712701242093257292e+01,2.339650504268411702e+00,1.750540696116204131e+01
1.432505654327395628e-02,3.010647820336401909e-02,7.557647963105303957e-01,1.400641025641025550e+00,2.674999999999999822e+00,2.952279202279202153e-01,3.865377814452434224e-01,2.606500000000000128e+01,6.275000000000000000e+01,7.403041376871390966e-01,1.584999999999999964e+00,1.426539655897351899e+01,3.416666666666667851e+01,4.911111111111110716e+01,1.076368406378185760e+01,1.712701242093257292e+01,2.339650504268411702e+00,1.750540696116204131e+01
